id	title	publisher	perspective	domains	kind	languages	license	license_url	homepage	update	access	converter	options	scheme	integrate	iri_prefixes	curie_prefixes	wikidata_property	size	recommend	reviewer	verified	notes
eurovoc	EuroVoc, SKOS core concepts (RDF/XML)	Publications Office of the European Union	Publications Office of the European Union (EU institutions, Luxembourg)	acat/society acat/earth acat/technology acat/health acat/language acat/thought	thesaurus	27	European Commission reuse notice (Commission Decision 2011/833/EU on the reuse of Commission documents), as declared in the dataset's DCAT record	https://data.europa.eu/api/hub/search/datasets/eurovoc	https://op.europa.eu/en/web/eu-vocabularies/dataset/-/resource?uri=http://publications.europa.eu/resource/dataset/eurovoc	Several releases a year; version 4.24 (DCAT modified 2026-07-08); file Last-Modified 2026-09-01	open	rdf	{"members": "*.rdf"}	eurovoc	full	http://eurovoc.europa.eu/		P5437	8769552	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (no Content-Length; Range ignored, full GET 8769552 bytes)	the download id changes between releases: re-read the DCAT record each time. Research: b-libraries-thesauri.tsv. URL from the DCAT record on data.europa.eu (distribution 'EuroVoc SKOS_CORE'); the Cellar item id (...0001.09/DOC_1) changes between releases, so re-read the record each time; the EU Vocabularies page renders its download list with JavaScript. Zip holds eurovoc_in_skos_core_concepts.rdf (60.7 MB; RDF/XML with per-element xmlns): skos:prefLabel/altLabel in the 24 EU languages plus mk, sq, sr (27; a few stray no/tr/bs labels), skos:definition, scopeNote, historyNote, skos:notation, skos:broader/narrower/related, skos:inScheme = micro-thesaurus and domain schemes, topConceptOf. No mappings in this file (EuroVoc alignments are separate EU Vocabularies datasets). Other distributions: SKOS-XL (eurovoc_skos.zip), SKOS-AP-EU, XML, MARCXML, Excel, TBX.
agrovoc	AGROVOC Multilingual Thesaurus, core dump (N-Triples)	Food and Agriculture Organization of the United Nations (FAO)	FAO (UN agency, Rome) with a global network of national editors	acat/technology acat/life acat/earth acat/health acat/society acat/everyday	thesaurus	55	CC BY 4.0 (dct:license in the AGROVOC VoID; dc:rights 'CC-BY 4.0')	http://aims.fao.org/aos/agrovoc/void.ttl	https://www.fao.org/agrovoc/	Frequent releases; this dump Last-Modified 2026-09-07 (VoID dct:modified 2026-09-07)	open	rdf	{}	agrovoc	attach	http://aims.fao.org/aos/agrovoc/		P8061	73760195	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Listed in FAO's data catalogue package 'agrovoc-release' (the releases page's 'Latest version' link). One file agrovoc_core.nt, ~1.08 GB unzipped, triples sorted by predicate: stream it. Core = the VocBench dump with SKOS-XL labels (skosxl:prefLabel/altLabel -> skosxl:literalForm @lang); per the release notes SKOS core labels are materialised only in agrovoc_lod.nt.zip (96,365,215 bytes; also adds inferred inverses and the Agrontology vocabulary) - take that one if you want skos:prefLabel directly. skos:broader/narrower, skos:related and Agrontology sub-properties. Mappings: the VoID lists linksets to LCSH, DDC, DNB/GND, RAMEAU, BNCF, NALT, CABI, GACS, EuroVoc, GEMET, UNESCO, STW, TheSoz, MeSH, YSO, Wikidata, DBpedia, GeoNames, GBIF, IPNI, POWO, ILO, World Bank, SDGs and more. languages=55: the VoID lists 57 lexicalisation subsets (incl. es-419 and pt-BR variants), with many African and Asian languages (Swahili, Hindi, Bengali, Khmer, Lao, Burmese, Nepali, Sinhala, Telugu, Marathi, Malay, Georgian); FAO's 'about' page says 'up to 42 languages' - coverage per language varies widely.
gemet	GEMET, General Multilingual Environmental Thesaurus (SKOS)	European Environment Agency (Eionet)	European Environment Agency / Eionet (EU agency, Copenhagen)	acat/earth acat/life acat/society acat/technology acat/health	thesaurus	36	CC BY 4.0	https://www.eionet.europa.eu/gemet/en/exports/rdf/latest	https://www.eionet.europa.eu/gemet/en/about/	Irregular; latest version 4.2.3 (2021-12-06)	open	rdf	{}	gemet	full	http://www.eionet.europa.eu/gemet/concept/			7423725	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. 'Entire GEMET thesaurus in SKOS format' (gzip RDF/XML), downloaded and profiled: 5,573 skos:Concept; skos:prefLabel in 37 tags (36 languages + en-US, incl. ar, zh-CN, hy, ka, az, eu, is, tr, uk, ru), skos:definition (46k), skos:altLabel, skos:broader/narrower/related, skos:scopeNote, groups and themes as collections (skos:member), skos:notation. Mappings: skos:closeMatch to the UBA Umweltthesaurus (data.uba.de) and DBpedia, skos:exactMatch/broadMatch/narrowMatch to EuroVoc, skos:exactMatch to AGROVOC and to the EEA 'determinants' vocabulary (rdfdata.eionet.europa.eu/eea/determinants). Per-part files (backbone, skoscore, definitions, groups) on the same page.
stw	STW Thesaurus for Economics (N-Triples)	ZBW - Leibniz Information Centre for Economics	ZBW - Leibniz Information Centre for Economics (Kiel/Hamburg, Germany)	acat/society	thesaurus	2	CC BY 4.0	https://zbw.eu/stw/version/latest/download/about.en.html	https://zbw.eu/stw/version/latest/about.en.html	Irregular releases; current 9.20 (file 2025-12-16)	open	rdf	{}	stw	full	http://zbw.eu/stw/descriptor/		P3911	1344583	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. The page downloads via a POST to download.php (optional mailing-list fields), which answers 302 to ./stw.nt.zip, i.e. this URL (version-pinned twin https://zbw.eu/stw/version/9.20/download/stw.nt.zip). Zip holds stw.nt (14.8 MB), profiled: skos:prefLabel/altLabel/hiddenLabel @de and @en, skos:broader/narrower/related, skos:scopeNote/definition/historyNote, skos:notation (thesaurus categories), zbwext:altLabelNarrower/altLabelRelated, owl:deprecated + dct:isReplacedBy, gbv:gvkppn. Mappings are separate files on the same page: stw_gnd_mapping, stw_wikidata_mapping, stw_dbpedia_mapping, stw_eurovoc_mapping, stw_thesoz_mapping, stw_agrovoc_mapping, stw_jel_mapping, stw_sdmx_mapping (.nt.zip each).
thesoz	TheSoz, Thesaurus for the Social Sciences (SKOS Turtle)	GESIS - Leibniz Institute for the Social Sciences	GESIS - Leibniz Institute for the Social Sciences (Mannheim/Cologne, Germany)	acat/society acat/mind	thesaurus	4	CC BY 4.0	https://zenodo.org/records/18773539	https://data.gesis.org/cvbrowser/thesoz/en/	Version 1.0.0 issued 2025-03-21 (file uploaded 2026-02-25)	open	rdf	{}	thesoz	full	https://data.gesis.org/thesoz/			19333985	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. GESIS deposit (DOI 10.7802/2912; latest version) with thesoz.ttl, thesoz_classification.ttl (5,858,133 bytes; the TheSoz-CL topic hierarchy) and readme.txt; md5 per file in the record. ~12,000 entries (8,000+ descriptors). skos:prefLabel/altLabel @de/@en/@fr/@ru (Russian partial) mirrored as skosxl:prefLabel/altLabel term nodes (https://data.gesis.org/thesoz/term_<id>_<lang>); skos:broader, skos:related, skos:historyNote ('validSince: ...'); skos:exactMatch/relatedMatch to DBpedia and STW. URIs are now https://data.gesis.org/thesoz/concept_<id>: older mappings (GND, AGROVOC, STW files) use http://lod.gesis.org/thesoz/concept/<id> - join on the numeric id. The Skosmos browser has no download endpoint (rest/v1/thesoz/data -> 404) and www.gesis.org answers a Cloudflare challenge; lod.gesis.org over https failed certificate verification here (http redirects to the browser).
mesh-xml	MeSH (Medical Subject Headings) 2026, XML descriptor records	US National Library of Medicine (NIH)	US National Library of Medicine (NIH, USA; biomedical literature indexing)	acat/health acat/life acat/matter acat/mind	thesaurus	1	NLM Terms and Conditions for MeSH: 'NLM freely provides MeSH data'; acknowledge NLM as the source; do not imply endorsement; redistributors keep data current or state the MeSH version	https://www.nlm.nih.gov/databases/download/terms_and_conditions_mesh.html	https://www.nlm.nih.gov/databases/download/mesh.html	Descriptors and qualifiers annually (desc2026 re-posted 2026-08-12); supplementary records daily Mon-Fri	open	mesh-xml	{}	mesh	full	http://id.nlm.nih.gov/mesh/	MESH MSH mesh	P486	16812612	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. gzip of desc2026.xml (DescriptorRecordSet, DTD nlmdescriptorrecordset_20260101.dtd; zip twin desc2026.zip, same directory listing). Per DescriptorRecord: DescriptorUI (D......), DescriptorName/String, TreeNumberList/TreeNumber (hierarchy = tree number minus its last '.segment'; one descriptor can sit in several trees), ConceptList/Concept (PreferredConceptYN, ConceptName, ScopeNote, ConceptRelationList, TermList/Term/String = entry terms, RegistryNumberList), AllowableQualifiersList, PreviousIndexingList, HistoryNote/PublicMeSHNote/Annotation, PharmacologicalActionList. Qualifiers in qual2026.xml, chemical supplementary records in supp2026.xml. English only: translations (e.g. BIREME's DeCS) are not covered by these terms. A MeSH 2027 preview is already out: pin the year and re-point when the 2027 files appear.
mesh-rdf	MeSH RDF 2026 (N-Triples, descriptors + qualifiers + supplementary records)	US National Library of Medicine (NIH)	US National Library of Medicine (NIH, USA; biomedical literature indexing)	acat/health acat/life acat/matter acat/mind	thesaurus	1	NLM Terms and Conditions for MeSH (as mesh-xml)	https://www.nlm.nih.gov/databases/download/terms_and_conditions_mesh.html	https://www.nlm.nih.gov/databases/download/mesh.html	Stated 'All MeSH RDF files are posted daily (Monday - Friday)'; observed mesh2026.nt.gz Last-Modified 2026-01-09	open	rdf	{}	mesh-rdf	attach				120696702	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	the same descriptors as mesh-xml. Research: b-libraries-thesauri.tsv. The download page's 'current production year' RDF link still points to rdf/2025/; the directory listing has rdf/2026/ (mesh2026.nt.gz, .sha1 files, void.ttl, vocabulary_1.0.0.ttl, mesh2026-dups.nt) and a stale top-level rdf/mesh.nt.gz (Last-Modified 2023-12-18). Not SKOS: MeSH vocabulary meshv: (http://id.nlm.nih.gov/mesh/vocab#) - rdfs:label, meshv:preferredConcept/preferredTerm/concept, meshv:parentTreeNumber (seen), plus tree numbers, broader descriptors and scope notes per NLM's vocabulary; the first 3 MB are dominated by supplementary concept records (meshv:preferredMappedTo/mappedTo). Prefer mesh-xml for the subject system; use this when you need NLM's URIs or the supplementary records.
decs	DeCS/MeSH, Descritores em Ciências da Saúde (Health Sciences Descriptors)	BIREME / PAHO / WHO	BIREME - Latin American and Caribbean Center on Health Sciences Information (PAHO/WHO, São Paulo, Brazil)	acat/health acat/life acat/mind acat/society	thesaurus	4	Free licence agreement with PAHO/BIREME required: one licence per edition, 3 years, non-exclusive; DeCS may be incorporated in the licensee's product/service but 'DeCS data shall not be sold or made available separately'; the NLM MeSH terms also apply	https://decs.bvsalud.org/en/conditions-for-downloading-decs-mesh-data/	https://decs.bvsalud.org/en/	Annual editions (2026 edition current)	restricted	raw	{}	decs						no	claude (AI agent, session 2026-09-25)	GET 200 2026-09-25 (landing page; 403 to curl's default User-Agent; data files only after the licence request)	Research: b-libraries-thesauri.tsv. Offline XML files or an API token are granted after an application form and the licence agreement; no public file URL (url = the developers page that explains the process). 35,033 descriptors: 31,110 from MeSH and 3,923 exclusive to DeCS (Homeopathy 1,848; Public Health 2,820; Traditional, Complementary and Integrative Medicine 114; Science and Health 350; Health Surveillance), 77 qualifiers; Portuguese, Spanish, English and French. A distinct Latin American public-health and traditional-medicine perspective, but the clauses 'shall not be sold or made available separately' and 'protect DeCS codes and terms from unauthorized access, copying, transmission or use by third parties' conflict with an open catalogue: ask BIREME before storing labels.
nalt	NAL Agricultural Thesaurus (NALT Full, NALT Concept Space 2024), SKOS RDF/XML	USDA National Agricultural Library	USDA National Agricultural Library (USA)	acat/technology acat/life acat/earth acat/health	thesaurus	2	CC BY 4.0	https://lod.nal.usda.gov/nalt/en/	https://lod.nal.usda.gov/en/	Annual editions (NALT 2024; file nalt-full_dwn_20240716.rdf, Last-Modified 2024-07-24)	open	rdf	{}	nalt	attach	https://lod.nal.usda.gov/nalt/		P2004	8515264	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Linked from https://lod.nal.usda.gov/nalt/en/ as rest/v1/nalt/data?format=application/rdf%2Bxml (302 to this zip). Zip holds nalt-full_dwn_20240716.rdf (95 MB), profiled: 77k concepts incl. ~53k taxa (naltv:taxonomicRank); skos:prefLabel/altLabel @en and @es, skos:broader/narrower/related, skos:definition/scopeNote, dcterms:source, naltv:marc, naltv:hasProduct/productOf. Mappings: skos:exactMatch to GACS (id.agrisemantics.org), CAB Thesaurus (id.cabi.org), LCSH and AGROVOC; skos:closeMatch to LCSH and Wikidata. Subschemes: NALT Core (nalt-core_dwn.rdf.zip, 2,283,811 bytes, 14,196 concepts), NALT Taxon, NALT AWIC.
eric-thesaurus	ERIC Thesaurus (education descriptors), XML	Institute of Education Sciences (IES), U.S. Department of Education (ERIC)	US Department of Education, Institute of Education Sciences (education research, USA)	acat/society acat/mind acat/language	thesaurus	1	No named licence: 'The ERIC thesaurus and ERIC database are available for use by the general public. Please see our copyright policy for more information on acceptable use.'	https://eric.ed.gov/?download	https://eric.ed.gov/?ti=all	'This file was last updated January 2025, and will be updated when changes to the thesaurus are made'	open	raw	{}	eric-thesaurus					1000436	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (one earlier HEAD got an empty reply; GET-range 206)	Research: b-libraries-thesauri.tsv. Zip holds ERICThesaurus2025.xml (9.3 MB, Nstein taxonomy XML), profiled: 11,929 <Term> (RecType Main 4,578 descriptors, Synonym 7,219 lead-in terms, Dead 132) with <Name>, <Attributes> (RecType; GroupCode e.g. '120 Individual Development and Characteristics' = descriptor group; ScopeNote; AddDate) and <Relationships type='BT'|'NT'|'RT'|'UF'|'U'> whose <Is> children are term NAMES, not ids - resolve by name ('U' = USE from a synonym). English only; a US education vocabulary. The copyright policy text is about indexed documents; the thesaurus statement above is the only permission given.
msc2020	MSC2020, Mathematics Subject Classification 2020	zbMATH Open (FIZ Karlsruhe) and Mathematical Reviews (American Mathematical Society)	zbMATH Open (FIZ Karlsruhe, Germany) and Mathematical Reviews (AMS, USA)	acat/thought	classification	1	CC BY-NC-SA 4.0 ('jointly published by the two organizations under a Creative Commons CC-BY-NC-SA license')	https://msc2020.org/	https://msc2020.org/	Static (MSC2020; file Last-Modified 2022-10-28)	open	raw	{}	msc2020					797211	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Despite the .csv name the file is TAB-separated with double-quoted fields, header code/text/description, ISO-8859-1 encoded (not UTF-8), CRLF line ends; 6,603 rows. Hierarchy is implicit in the codes: 'NN-XX' (two-digit area) > 'NNAxx' (three-character) > 'NNA05' (five-character), plus hyphen classes like 'NN-01'; 'description' often repeats 'text' and carries cross-references in braces ('{For ..., see ...}') to parse into related links. TeX and PDF versions on the same page. 'no' because NC-SA excludes commercial reuse and forces share-alike.
